"","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","q1","q2","q3","q4","q7","q8","q6","q5","q9","q3_0","q26","q11","q27","q28","q28_0","q49_1","q49_2","q49_3","q41","q15","q16","q17","q17_text","q39","q31","q32","q33","q38","q36_1","q42","q37","q8_0","q9_0","q10","q11_0","q11_text","q12","q12_text","q13","q18","q19","do_br_fl_2","do_bl_50f_50m","do_bl_governmentarchitecture","time","filter__","rep","chief","second","third","direct","mmff","mfmf","mffm","fmmf","fmfm","ffmm","easy","mid","hard","plastics","light","heavy","gender","race","age","income"
"734","R_d7pjGCe1M8SYyQ5","Default Response Set","Anonymous","","","","0",41659.99609375,41660,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,100,29,29,1,"united states","california","a rural area","",1,NA,NA,NA,1,10,1,"less than $1000",1,"55-59","female","white","","some college, no degree","","$100,000 to under $150,000","moderate","","50F/50M","Q6|Q26","Q39|Q38|Q36|Q42|Q37",222,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,100,29,29,1,0,0,"female","white","55-59","$100,000 to under $150,000"
"737","R_7almfkKOZXLgVVz","Default Response Set","Anonymous","","","","0",41660.03125,41660.04296875,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,100,95,95,1,"united states","michigan","a suburban near a large city","",1,NA,NA,1,NA,77,1,"$1,000 to $4,000",1,"35-44","female","white","","some college, no degree","","$25,000 to under $50,000","moderate","","50F/50M","Q7|Q26","Q39|Q33|Q36|Q42|Q37",848,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,100,95,95,1,0,0,"female","white","35-44","$25,000 to under $50,000"
"741","R_2rAIpOLiv5SBOND","Default Response Set","Anonymous","","","","0",41660.0625,41660.0625,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,86,66,80,1,"united states","texas","a large city","",1,NA,NA,NA,1,80,1,"$15,000 to $19,999",1,"45-54","male","white","","graduate or professional degree","","$75,000 to under $100,000","liberal","","50F/50M","Q6|Q26","Q39|Q38|Q36|Q42|Q37",177,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,86,66,80,0,0,0,"male","white","45-54","$75,000 to under $100,000"
"744","R_9G0KuApRgfWnhCB","Default Response Set","Anonymous","","","","0",41660.07421875,41660.078125,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,89,74,90,1,"united states","texas","a large city","",1,NA,NA,1,NA,63,1,"$10,000 to $14,999",1,"35-44","female","white","","bachelors degree","","$75,000 to under $100,000","moderate","","50F/50M","Q6|Q26","Q39|Q33|Q36|Q42|Q37",165,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,89,74,90,0,0,0,"female","white","35-44","$75,000 to under $100,000"
"748","R_6J7ci2MmVV8cDKB","Default Response Set","Anonymous","","","","0",41660.09375,41660.09765625,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,80,88,79,1,"united states","louisiana","a large city","",1,NA,NA,1,NA,65,1,"$20,000 to $24,999",1,"35-44","male","white","","graduate or professional degree","","$100,000 to under $150,000","conservative","","50F/50M","Q7|Q26","Q39|Q33|Q36|Q42|Q37",602,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,80,88,79,0,0,0,"male","white","35-44","$100,000 to under $150,000"
"750","R_6xwXenbj5YrMnXf","Default Response Set","Anonymous","","","","0",41660.10546875,41660.109375,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,78,88,82,1,"united states","louisiana","a large city","",1,NA,1,NA,NA,90,1,"$20,000 to $24,999",1,"35-44","female","white","","bachelors degree","","$100,000 to under $150,000","conservative","","50F/50M","Q7|Q26","Q39|Q32|Q36|Q42|Q37",179,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,78,88,82,0,0,0,"female","white","35-44","$100,000 to under $150,000"
"753","R_9Z8KwgQNlbm3SQd","Default Response Set","Anonymous","","","","0",41660.109375,41660.11328125,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,84,72,85,1,"united states","georgia","a large city","",1,NA,NA,1,NA,80,1,"$20,000 to $24,999",1,"35-44","male","white","","bachelors degree","","$100,000 to under $150,000","moderate","","50F/50M","Q5|Q26","Q39|Q33|Q36|Q42|Q37",356,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,84,72,85,0,0,0,"male","white","35-44","$100,000 to under $150,000"
"757","R_6VGEYBsc8cHT6zr","Default Response Set","Anonymous","","","","0",41660.1796875,41660.18359375,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,83,51,75,1,"united states","california","a small city or town","",1,NA,NA,NA,1,8,1,"less than $1000",1,"55-59","male","white","","some college, no degree","","i' rather not say","moderate","","50F/50M","Q8|Q26","Q39|Q38|Q36|Q42|Q37",154,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,83,51,75,0,0,0,"male","white","55-59","i' rather not say"
"760","R_4OBKyAo8Zo1t22V","Default Response Set","Anonymous","","","","0",41660.24609375,41660.24609375,0,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","50F/50M","Q5|Q26","",173,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","R_7O5GYh2mJHESd13","Default Response Set","Anonymous","","","","0",41660.28515625,41660.28515625,0,1,"",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","50F/50M","Q3|Q26","",75,1,"Q3|Q26",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","R_2o4CdC8cd23IZCJ","Default Response Set","Anonymous","","","","0",41660.30078125,41660.3046875,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,99,98,90,1,"united states","wisconsin","a suburban near a large city","",1,NA,1,NA,NA,91,1,"$1,000 to $4,000",1,"25-34",NA,"black or african american","","associate degree","","$25,000 to under $50,000","very liberal","","50F/50M","Q8|Q26","Q39|Q32|Q36|Q42|Q37",82,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,99,98,90,0,0,0,NA,"black or african american","25-34","$25,000 to under $50,000"
"770","R_0omA3qoPHkafDvv","Default Response Set","Anonymous","","","","0",41660.328125,41660.33203125,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","florida","a suburban near a large city","",1,NA,NA,NA,1,67,1,"less than $1000",1,"60-64","female","other","Mixed","associate degree","","$25,000 to under $50,000","moderate","","50F/50M","Q6|Q26","Q39|Q38|Q36|Q42|Q37",321,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,100,100,100,1,1,1,"female","other","60-64","$25,000 to under $50,000"
"772","R_1R1y7CA1G55kvrf","Default Response Set","Anonymous","","","","0",41660.33984375,41660.33984375,0,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","50F/50M","Q8|Q26","",25,0,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","R_efBBT75S6i7tzEx","Default Response Set","Anonymous","","","","0",41660.37890625,41660.3828125,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,91,92,95,1,"united states","alaska","a large city","",1,NA,NA,NA,1,93,1,"$30,000 to $39,999",1,"25-34","male","white","","bachelors degree","","$100,000 to under $150,000","conservative","I was very happy to part","50F/50M","Q9|Q26","Q39|Q38|Q36|Q42|Q37",446,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,91,92,95,0,0,0,"male","white","25-34","$100,000 to under $150,000"
"777","R_8joGwiVlTEsnmDj","Default Response Set","Anonymous","","","","0",41660.41015625,41660.41796875,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,33,42,53,1,"bangladesh",NA,"a large city","",1,NA,NA,1,NA,70,1,"$10,000 to $14,999",1,"25-34","male","asian or pacific islander","","bachelors degree","","$10,000 to under $25,000","moderate","its really good","50F/50M","Q6|Q26","Q39|Q33|Q36|Q42|Q37",559,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,33,42,53,0,0,0,"male","asian or pacific islander","25-34","$10,000 to under $25,000"
"779","R_bl9MXPPelz4g6ih","Default Response Set","Anonymous","","","","0",41660.44140625,41660.44140625,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,56,70,39,1,"romania","alabama","a suburban near a large city","",1,NA,NA,1,NA,45,1,"$20,000 to $24,999",1,"25-34","male","white","","bachelors degree","","$75,000 to under $100,000","very conservative","more surveys","50F/50M","Q3|Q26","Q39|Q33|Q36|Q42|Q37",98,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,56,70,39,0,0,0,"male","white","25-34","$75,000 to under $100,000"
"782","R_eWXYxyld8sQFTCt","Default Response Set","Anonymous","","","","0",41660.4609375,41660.46484375,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,95,81,99,1,"switzerland",NA,"a small city or town","",1,NA,NA,1,NA,100,1,"$5,000 to $9,999",1,"45-54","male","white","","graduate or professional degree","","$100,000 to under $150,000","very liberal","Very easy","50F/50M","Q8|Q26","Q39|Q33|Q36|Q42|Q37",452,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,95,81,99,0,0,0,"male","white","45-54","$100,000 to under $150,000"
"786","R_eqyKU9l6FyQJCMl","Default Response Set","Anonymous","","","","0",41660.5625,41660.56640625,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,92,94,93,1,"south africa",NA,"a suburban near a large city","",1,NA,NA,NA,1,8,1,"less than $1000",1,"60-64","female","white","","associate degree","","i' rather not say","moderate","Very interesting survey","50F/50M","Q9|Q26","Q39|Q38|Q36|Q42|Q37",501,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,92,94,93,0,0,0,"female","white","60-64","i' rather not say"
"789","R_3xWhfun6ecxR92t","Default Response Set","Anonymous","","","","0",41660.60546875,41660.61328125,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","arkansas","a rural area","",1,NA,1,NA,NA,28,1,"$1,000 to $4,000",1,"60-64","female","white","","bachelors degree","","$25,000 to under $50,000","conservative","","50F/50M","Q5|Q26","Q39|Q32|Q36|Q42|Q37",557,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,100,100,100,1,1,1,"female","white","60-64","$25,000 to under $50,000"
"792","R_5ARBaPwRyr4dWYZ","Default Response Set","Anonymous","","","","0",41660.71875,41660.71875,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","florida","a small city or town","",1,NA,1,NA,NA,39,1,"less than $1000",1,"35-44","female","white","","bachelors degree","","$10,000 to under $25,000","moderate","","50F/50M","Q5|Q26","Q39|Q32|Q36|Q42|Q37",181,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,100,100,100,1,1,1,"female","white","35-44","$10,000 to under $25,000"
"795","R_9uj1lQ7wOZdjwzj","Default Response Set","Anonymous","","","","0",41660.7578125,41661.1484375,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,78,84,91,1,"united states","michigan","a rural area","",1,1,NA,NA,NA,24,1,"$50,000 or more",1,"20-24","male","white","","some college, no degree","","$50,000 to under $75,000","very conservative","","50F/50M","Q5|Q26","Q39|Q31|Q36|Q42|Q37",33795,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,78,84,91,0,0,0,"male","white","20-24","$50,000 to under $75,000"
"799","R_03BjVlhRQKkNRwp","Default Response Set","Anonymous","","","","0",41660.7890625,41660.7890625,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,98,97,97,1,"united states","florida","a suburban near a large city","",1,NA,1,NA,NA,4,1,"$1,000 to $4,000",1,"60-64","male","white","","some college, no degree","","$50,000 to under $75,000","very conservative","the government needs to","50F/50M","Q7|Q26","Q39|Q32|Q36|Q42|Q37",274,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,98,97,97,0,0,0,"male","white","60-64","$50,000 to under $75,000"
"802","R_6y76RG0RA8JWHgp","Default Response Set","Anonymous","","","","0",41660.80859375,41660.8125,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,82,90,85,1,"romania",NA,"a suburban near a large city","",1,NA,NA,NA,1,59,1,"less than $1000",1,"45-54","male","white","","high school graduate (includes equivalency)","","less than $10,000","liberal","","50F/50M","Q6|Q26","Q39|Q38|Q36|Q42|Q37",247,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,82,90,85,0,0,0,"male","white","45-54","less than $10,000"
"805","R_5pSSiERexkiwcW9","Default Response Set","Anonymous","","","","0",41660.84375,41660.84765625,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,100,93,100,1,"united states","iowa","a suburban near a large city","",1,NA,NA,1,NA,77,1,"less than $1000",1,"25-34","female","white","","graduate or professional degree","","less than $10,000","moderate","","50F/50M","Q7|Q26","Q39|Q33|Q36|Q42|Q37",240,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,100,93,100,1,0,1,"female","white","25-34","less than $10,000"
"806","R_6yRY9QgNFRcq9Vz","Default Response Set","Anonymous","","","","0",41660.84765625,41660.85546875,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,82,91,98,1,"serbia and montenegro",NA,"a small city or town","",1,NA,NA,NA,1,20,1,"less than $1000",1,"45-54","female","white","","high school graduate (includes equivalency)","","less than $10,000","moderate","","50F/50M","Q6|Q26","Q39|Q38|Q36|Q42|Q37",571,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,82,91,98,0,0,0,"female","white","45-54","less than $10,000"
"811","R_0ujZ0JAQQXDyPul","Default Response Set","Anonymous","","","","0",41660.89453125,41660.89453125,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,73,60,74,1,"united states","texas","a suburban near a large city","",1,NA,NA,NA,1,1,1,"less than $1000",1,"25-34","male","white","","some college, no degree","","$75,000 to under $100,000","moderate","","50F/50M","Q8|Q26","Q39|Q38|Q36|Q42|Q37",65,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,73,60,74,0,0,0,"male","white","25-34","$75,000 to under $100,000"
"814","R_0JS7bMP4ng38mJT","Default Response Set","Anonymous","","","","0",41660.91796875,41660.921875,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","north carolina","a small city or town","",1,NA,NA,1,NA,52,1,"less than $1000",1,"45-54","female","white","","associate degree","","$25,000 to under $50,000","liberal","","50F/50M","Q6|Q26","Q39|Q33|Q36|Q42|Q37",128,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,100,100,100,1,1,1,"female","white","45-54","$25,000 to under $50,000"
"815","R_6VUOJxbS3bLXr5b","Default Response Set","Anonymous","","","","0",41660.9609375,41660.9609375,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,100,91,19,1,"united states","florida","a small city or town","",1,1,NA,NA,NA,80,1,"$1,000 to $4,000",1,"55-59","female","white","","some college, no degree","","$50,000 to under $75,000","liberal","it was enjoyable","50F/50M","Q5|Q26","Q39|Q31|Q36|Q42|Q37",201,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,100,91,19,1,0,0,"female","white","55-59","$50,000 to under $75,000"
"820","R_cHpEdqcAWBLCrl3","Default Response Set","Anonymous","","","","0",41661.04296875,41661.04296875,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,41,30,29,1,"turkey",NA,"a large city","",1,NA,1,NA,NA,30,1,"less than $1000",1,"25-34","male","white","","9th to 12th grade, no diploma","","less than $10,000","moderate","","50F/50M","Q6|Q26","Q39|Q32|Q36|Q42|Q37",158,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,41,30,29,0,0,0,"male","white","25-34","less than $10,000"
"821","R_bHkcH2F8tDdh7Xn","Default Response Set","Anonymous","","","","0",41661.09765625,41661.09765625,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,88,56,90,1,"united states","michigan","a suburban near a large city","",1,NA,NA,NA,1,51,1,"$1,000 to $4,000",1,"25-34","female","white","","some college, no degree","","$50,000 to under $75,000","conservative","","50F/50M","Q3|Q26","Q39|Q38|Q36|Q42|Q37",122,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,88,56,90,0,0,0,"female","white","25-34","$50,000 to under $75,000"
"824","R_bdRl3NT3RbjyDt3","Default Response Set","Anonymous","","","","0",41661.1328125,41661.13671875,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,100,50,50,1,"united states","california","a suburban near a large city","",1,NA,NA,1,NA,50,1,"$1,000 to $4,000",1,"55-59","male","white","","graduate or professional degree","","$50,000 to under $75,000","moderate","","50F/50M","Q9|Q26","Q39|Q33|Q36|Q42|Q37",217,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,100,50,50,1,0,0,"male","white","55-59","$50,000 to under $75,000"
"827","R_a8ETgT6RWxChKbb","Default Response Set","Anonymous","","","","0",41661.33203125,41661.33203125,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,92,84,92,1,"croatia",NA,"a small city or town","",1,NA,1,NA,NA,7,1,"less than $1000",1,"35-44","female","white","","high school graduate (includes equivalency)","","less than $10,000","liberal","It's ok","50F/50M","Q5|Q26","Q39|Q32|Q36|Q42|Q37",256,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,92,84,92,0,0,0,"female","white","35-44","less than $10,000"
"830","R_6my9wbpy5yormcZ","Default Response Set","Anonymous","","","","0",41661.52734375,41661.53125,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,75,72,70,1,"turkey",NA,"a large city","",1,NA,NA,NA,1,49,1,"less than $1000",1,"25-34","male","asian or pacific islander","","bachelors degree","","$10,000 to under $25,000","moderate","teşekkürler","50F/50M","Q6|Q26","Q39|Q38|Q36|Q42|Q37",300,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,75,72,70,0,0,0,"male","asian or pacific islander","25-34","$10,000 to under $25,000"
"834","R_8jI5XkM9uMVODLD","Default Response Set","Anonymous","","","","0",41661.64453125,41661.6484375,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,70,80,70,1,"nigeria",NA,"a large city","",1,NA,NA,1,NA,92,1,"$1,000 to $4,000",1,"20-24","male","black or african american","","bachelors degree","","less than $10,000","liberal","if implemented, could ad","50F/50M","Q6|Q26","Q39|Q33|Q36|Q42|Q37",291,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,70,80,70,0,0,0,"male","black or african american","20-24","less than $10,000"
"838","R_8iYhtED1tM3ZeIZ","Default Response Set","Anonymous","","","","0",41661.671875,41661.67578125,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,54,16,64,1,"philippines",NA,"a small city or town","",1,1,NA,NA,NA,20,1,"less than $1000",1,"20-24","female","asian or pacific islander","","bachelors degree","","$10,000 to under $25,000","liberal","","50F/50M","Q9|Q26","Q39|Q31|Q36|Q42|Q37",266,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,54,16,64,0,0,0,"female","asian or pacific islander","20-24","$10,000 to under $25,000"
"841","R_6gpKuM7n7irjXJX","Default Response Set","Anonymous","","","","0",41661.71875,41661.7421875,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,90,96,94,1,"united states","pennsylvania","a suburban near a large city","",1,1,NA,NA,NA,30,1,"less than $1000",1,"35-44","female","white","","associate degree","","$50,000 to under $75,000","moderate","","50F/50M","Q8|Q26","Q39|Q31|Q36|Q42|Q37",2156,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,90,96,94,0,0,0,"female","white","35-44","$50,000 to under $75,000"
"842","R_bvLx6rlhDSWQP3v","Default Response Set","Anonymous","","","","0",41661.7265625,41661.73046875,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,69,49,70,1,"united states","new jersey","a small city or town","",1,NA,1,NA,NA,60,1,"$30,000 to $39,999",1,"35-44","female","asian or pacific islander","","some college, no degree","","$25,000 to under $50,000","moderate","none","50F/50M","Q6|Q26","Q39|Q32|Q36|Q42|Q37",321,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,69,49,70,0,0,0,"female","asian or pacific islander","35-44","$25,000 to under $50,000"
"847","R_6kWq5wTvcZLCyB7","Default Response Set","Anonymous","","","","0",41661.82421875,41661.83203125,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,100,90,90,1,"romania",NA,"a small city or town","",1,NA,NA,NA,1,0,1,"less than $1000",1,"35-44","male","white","","bachelors degree","","$10,000 to under $25,000","moderate","","50F/50M","Q5|Q26","Q39|Q38|Q36|Q42|Q37",555,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,100,90,90,1,0,0,"male","white","35-44","$10,000 to under $25,000"
"848","R_6M64jwMnejlRJpr","Default Response Set","Anonymous","","","","0",41661.9765625,41661.9765625,0,1,"",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","50F/50M","Q7|Q26","",31,0,"Q7|Q26",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","R_7PvNcfXK4AI1NWt","Default Response Set","Anonymous","","","","0",41662.25390625,41662.2578125,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,85,75,91,1,"virgin islands","virgin islands","a rural area","",1,NA,NA,NA,1,75,1,"$1,000 to $4,000",1,"25-34","female","black or african american","","some college, no degree","","less than $10,000","moderate","","50F/50M","Q5|Q26","Q39|Q38|Q36|Q42|Q37",350,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,85,75,91,0,0,0,"female","black or african american","25-34","less than $10,000"
"856","R_7OMHviyAR8iu1zT","Default Response Set","Anonymous","","","","0",41662.47265625,41662.48046875,1,1,"",1,1,0,0,1,0,0,0,1,NA,NA,NA,NA,30,10,0,1,"india",NA,"other","Metro city",1,1,NA,NA,NA,25,1,"$1,000 to $4,000",1,"45-54","male","asian or pacific islander","","other","Post Graduate","less than $10,000","moderate","No specific comments w.r","50F/50M","Q6|Q26","Q39|Q31|Q36|Q42|Q37",586,1,"Q6|Q26",0,1,1,0,0,0,1,0,0,0,30,10,0,0,0,0,"male","asian or pacific islander","45-54","less than $10,000"
"858","R_6KAFS8A6KgSH9D7","Default Response Set","Anonymous","","","","0",41662.609375,41662.609375,0,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,36,45,28,1,"india",NA,"a suburban near a large city","",1,NA,NA,NA,1,39,1,"$1,000 to $4,000",NA,NA,NA,NA,"",NA,"",NA,NA,"","50F/50M","Q7|Q26","Q39|Q38|Q36|Q42|Q37",111,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,36,45,28,0,0,0,NA,NA,NA,NA
"862","R_0lDlON5OqH8ZpFr","Default Response Set","Anonymous","","","","0",41662.88671875,41662.88671875,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,49,50,54,1,"united states","wisconsin","a small city or town","",1,NA,1,NA,NA,50,1,"less than $1000",1,"35-44","female","white","","high school graduate (includes equivalency)","","$10,000 to under $25,000","moderate","","50F/50M","Q5|Q26","Q39|Q32|Q36|Q42|Q37",152,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,49,50,54,0,0,0,"female","white","35-44","$10,000 to under $25,000"
"865","R_3mDjoRUwWfsdTSZ","Default Response Set","Anonymous","","","","0",41663.20703125,41663.21484375,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,96,100,100,1,"united states","washington","a suburban near a large city","",1,NA,1,NA,NA,86,1,"$1,000 to $4,000",1,"75-84","male","white","","bachelors degree","","$75,000 to under $100,000","liberal","","50F/50M","Q8|Q26","Q39|Q32|Q36|Q42|Q37",354,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,96,100,100,0,1,1,"male","white","75-84","$75,000 to under $100,000"
"866","R_3pBRsSDZTeXrPNz","Default Response Set","Anonymous","","","","0",41663.37109375,41663.37890625,1,1,"",1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,65,65,75,1,"australia",NA,"a suburban near a large city","",1,NA,NA,1,NA,80,1,"$5,000 to $9,999",1,"45-54","male","asian or pacific islander","","graduate or professional degree","","$25,000 to under $50,000","liberal","no comments at all its a","50F/50M","Q3|Q26","Q39|Q33|Q36|Q42|Q37",359,1,"Q3|Q26",1,1,0,0,0,0,0,0,0,1,65,65,75,0,0,0,"male","asian or pacific islander","45-54","$25,000 to under $50,000"
"870","R_72Nf3sO6H4K8YCx","Default Response Set","Anonymous","","","","0",41663.57421875,41663.578125,1,1,"",1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,10,23,19,1,"bulgaria","georgia","a large city","",1,1,NA,NA,NA,11,1,"less than $1000",1,"20-24","female","white","","9th to 12th grade, no diploma","","less than $10,000","very conservative","","50F/50M","Q7|Q26","Q39|Q31|Q36|Q42|Q37",199,1,"Q7|Q26",0,0,1,1,1,0,0,0,0,0,10,23,19,0,0,0,"female","white","20-24","less than $10,000"
"873","R_db3ral0XLc0qFr7","Default Response Set","Anonymous","","","","0",41664.05859375,41664.0625,1,1,"",1,1,0,0,0,1,0,0,1,NA,NA,NA,NA,100,86,86,1,"united states","pennsylvania","a large city","",1,1,NA,NA,NA,98,1,"$25,000 to $29,999",1,NA,NA,NA,"",NA,"",NA,"very liberal","y","50F/50M","Q5|Q26","Q39|Q31|Q36|Q42|Q37",298,1,"Q5|Q26",1,0,0,1,0,0,0,1,0,0,100,86,86,1,0,0,NA,NA,NA,NA
"876","R_3PmRbIE5qScyosd","Default Response Set","Anonymous","","","","0",41664.13671875,41664.140625,1,1,"",1,1,0,1,0,0,0,0,1,NA,NA,NA,NA,100,100,100,1,"united states","california","a small city or town","",1,NA,NA,NA,1,76,1,"less than $1000",1,"85 and over","female","white","","high school graduate (includes equivalency)","","$50,000 to under $75,000","moderate","","50F/50M","Q8|Q26","Q39|Q38|Q36|Q42|Q37",473,1,"Q8|Q26",0,1,0,1,0,1,0,0,0,0,100,100,100,1,1,1,"female","white","85 and over","$50,000 to under $75,000"
"879","R_a9Oin4YId55NRwF","Default Response Set","Anonymous","","","","0",41664.2265625,41664.2265625,1,1,"",1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,94,80,79,1,"united states","california","a suburban near a large city","",1,1,NA,NA,NA,51,1,"$5,000 to $9,999",1,"45-54","female","hispanic or latino (of any race)","","some college, no degree","","$100,000 to under $150,000","conservative","none","50F/50M","Q9|Q26","Q39|Q31|Q36|Q42|Q37",111,1,"Q9|Q26",1,0,1,0,0,0,0,0,1,0,94,80,79,0,0,0,"female","hispanic or latino (of any race)","45-54","$100,000 to under $150,000"
